Unnamed: 0	품목분류코드	한글_명	영문_명	이명	정의	레벨	상위_품목_코드	최상위_품목_코드	비고	종류	code
338	A0400101200000	피도토리				5	A0400101200000	A0000000000000		피도토리	Y00000000000A4
339	A0400101204000	도토리건조				5	A0400101200000	A0000000000000		nan	N
340	A0400101208000	도토리냉동				5	A0400101200000	A0000000000000		nan	N
341	A0400101200813	도토리가루		도토리분말		5	A0400101200000	A0000000000000		nan	N
342	A0400101300000	개다래나무		목천료		4	A0400100000000	A0000000000000	"열매※(목천료), 어린순, 줄기 "	nan	N
343	A0400101304000	개다래나무건조		목천료		5	A0400101300000	A0000000000000	"열매※(목천료), 어린순, 줄기 "	nan	N
344	A0400101308000	개다래나무냉동		목천료		5	A0400101300000	A0000000000000	"열매※(목천료), 어린순, 줄기 "	nan	N
345	A0400101400000	드럼스틱				4	A0400100000000	A0000000000000		nan	N
346	A0400101404000	드럼스틱건조				5	A0400101400000	A0000000000000		nan	N
347	A0400101408000	드럼스틱냉동				5	A0400101400000	A0000000000000		nan	N
348	A0400101500000	기타견과류				4	A0400100000000	A0000000000000		nan	N
349	A0400101504000	기타견과류건조				5	A0400101500000	A0000000000000		nan	N
350	A0400101508000	기타견과류냉동				5	A0400101500000	A0000000000000		nan	N
351	A0400200000000	유지식물류				3	A0400000000000	A0000000000000		nan	N
352	A0400200100000	참깨		흑지마		4	A0400200000000	A0000000000000		nan	N
353	A0400200100000	검정깨		흑지마		5	A0400200100000	A0000000000000		검정깨	Y00000000000A5
354	A0400200100000	흰깨		흑지마		5	A0400200100000	A0000000000000		흰깨	Y00000000000A6
355	A0400200104000	참깨건조		흑지마		5	A0400200100000	A0000000000000		nan	N
356	A0400200108000	참깨냉동		흑지마		5	A0400200100000	A0000000000000		nan	N
357	A0400200200000	면실				4	A0400200000000	A0000000000000		nan	N
358	A0400200204000	면실건조				5	A0400200200000	A0000000000000		nan	N
359	A0400200208000	면실냉동				5	A0400200200000	A0000000000000		nan	N
360	A0400200300000	해바라기씨				4	A0400200000000	A0000000000000		nan	N
361	A0400200304000	해바라기씨건조				5	A0400200300000	A0000000000000		nan	N
362	A0400200308000	해바라기씨냉동				5	A0400200300000	A0000000000000		nan	N
363	A0400200400000	호박씨				4	A0400200000000	A0000000000000		nan	N
364	A0400200404000	호박씨건조				5	A0400200400000	A0000000000000		nan	N
365	A0400200408000	호박씨냉동				5	A0400200400000	A0000000000000		nan	N
366	A0400200500000	들깨				4	A0400200000000	A0000000000000		nan	N
367	A0400200500000	종실들깨				5	A0400200500000	A0000000000000		종실들깨	Y00000000000A7
368	A0400200500000	잎들깨				5	A0400200500000	A0000000000000		잎들깨	Y00000000000A8
369	A0400200504000	들깨건조				5	A0400200500000	A0000000000000		nan	N
370	A0400200508000	들깨냉동				5	A0400200500000	A0000000000000		nan	N
371	A0400200500813	들깨가루		들깨분말		5	A0400200500000	A0000000000000		nan	N
372	A0400200600000	올리브				4	A0400200000000	A0000000000000		nan	N
373	A0400200604000	올리브건조				5	A0400200600000	A0000000000000		nan	N
374	A0400200608000	올리브냉동				5	A0400200600000	A0000000000000		nan	N
375	A0400200700000	달맞이꽃씨				4	A0400200000000	A0000000000000		nan	N
376	A0400200704000	달맞이꽃씨건조				5	A0400200700000	A0000000000000		nan	N
377	A0400200708000	달맞이꽃씨냉동				5	A0400200700000	A0000000000000		nan	N
378	A0400200800000	목화씨				4	A0400200000000	A0000000000000		nan	N
379	A0400200804000	목화씨건조				5	A0400200800000	A0000000000000		nan	N
380	A0400200808000	목화씨냉동				5	A0400200800000	A0000000000000		nan	N
381	A0400200900000	유채씨		카놀라씨		4	A0400200000000	A0000000000000		nan	N
382	A0400200904000	유채씨건조		카놀라씨		5	A0400200900000	A0000000000000		nan	N
383	A0400200908000	유채씨냉동		카놀라씨		5	A0400200900000	A0000000000000		nan	N
384	A0400201000000	팜				4	A0400200000000	A0000000000000		nan	N
385	A0400201004000	팜건조				5	A0400201000000	A0000000000000		nan	N
386	A0400201008000	팜냉동				5	A0400201000000	A0000000000000		nan	N
387	A0400201100000	홍화씨				4	A0400200000000	A0000000000000		nan	N
388	A0400201104000	홍화씨건조				5	A0400201100000	A0000000000000		nan	N
389	A0400201108000	홍화씨냉동				5	A0400201100000	A0000000000000		nan	N
390	A0400201200000	기타유지식물류				4	A0400200000000	A0000000000000		nan	N
391	A0400201204000	기타유지식물류건조				5	A0400201200000	A0000000000000		nan	N
392	A0400201208000	기타유지식물류냉동				5	A0400201200000	A0000000000000		nan	N
393	A0400300000000	음료 및 감미종실류				3	A0400000000000	A0000000000000		nan	N
394	A0400300100000	커피원두				4	A0400300000000	A0000000000000		nan	N
395	A0400300104000	커피원두건조				5	A0400300100000	A0000000000000		nan	N
396	A0400300108000	커피원두냉동				5	A0400300100000	A0000000000000		nan	N
397	A0400300200000	카카오원두		코코아		4	A0400300000000	A0000000000000		nan	N
398	A0400300204000	카카오원두건조		코코아		5	A0400300200000	A0000000000000		nan	N
399	A0400300208000	카카오원두냉동		코코아		5	A0400300200000	A0000000000000		nan	N
400	A0400300300000	콜라 너트				4	A0400300000000	A0000000000000		nan	N
401	A0400300304000	콜라 너트건조				5	A0400300300000	A0000000000000		nan	N
402	A0400300308000	콜라 너트냉동				5	A0400300300000	A0000000000000		nan	N
403	A0400300400000	과라나				4	A0400300000000	A0000000000000		nan	N
404	A0400300404000	과라나건조				5	A0400300400000	A0000000000000		nan	N
405	A0400300408000	과라나냉동				5	A0400300400000	A0000000000000		nan	N
406	A0400300500000	기타음료 및 감미종실류				4	A0400300000000	A0000000000000		nan	N
407	A0400300504000	기타음료 및 감미종실류건조				5	A0400300500000	A0000000000000		nan	N
408	A0400300508000	기타음료 및 감미종실류냉동				5	A0400300500000	A0000000000000		nan	N
409	A0400400000000	기타견과종실류				3	A0400000000000	A0000000000000		nan	N
410	A0400400004000	기타견과종실류건조				4	A0400400000000	A0000000000000		nan	N
411	A0400400008000	기타견과종실류냉동				4	A0400400000000	A0000000000000		nan	N
412	A0500000000000	과실류				2	A0000000000000	A0000000000000		nan	N
413	A0500100000000	인과류				3	A0500000000000	A0000000000000		nan	N
414	A0500100100000	사과				4	A0500100000000	A0000000000000		nan	N
415	A0500100100000	홍옥				5	A0500100100000	A0000000000000		홍옥	Y00000000000A9
416	A0500100100000	골덴				5	A0500100100000	A0000000000000		골덴	Y00000000000AA
417	A0500100100000	후지				5	A0500100100000	A0000000000000		후지	Y00000000000AB
418	A0500100100000	아오리				5	A0500100100000	A0000000000000		아오리	Y00000000000AC
419	A0500100100000	육오				5	A0500100100000	A0000000000000		육오	Y00000000000AD
420	A0500100100000	세계일				5	A0500100100000	A0000000000000		세계일	Y00000000000AE
421	A0500100100000	태양				5	A0500100100000	A0000000000000		태양	Y00000000000AF
422	A0500100100000	착색후지				5	A0500100100000	A0000000000000		착색후지	Y00000000000B0
423	A0500100100000	노변				5	A0500100100000	A0000000000000		노변	Y00000000000B1
424	A0500100100000	조나골드				5	A0500100100000	A0000000000000		조나골드	Y00000000000B2
425	A0500100100000	천추				5	A0500100100000	A0000000000000		천추	Y00000000000B3
426	A0500100100000	홍월				5	A0500100100000	A0000000000000		홍월	Y00000000000B4
427	A0500100100000	모리스				5	A0500100100000	A0000000000000		모리스	Y00000000000B5
428	A0500100100000	양광				5	A0500100100000	A0000000000000		양광	Y00000000000B6
429	A0500100100000	사이삼				5	A0500100100000	A0000000000000		사이삼	Y00000000000B7
430	A0500100100000	북두				5	A0500100100000	A0000000000000		북두	Y00000000000B8
431	A0500100100000	홍로				5	A0500100100000	A0000000000000		홍로	Y00000000000B9
432	A0500100100000	혜				5	A0500100100000	A0000000000000		혜	Y00000000000BA
433	A0500100100000	산사				5	A0500100100000	A0000000000000		산사	Y00000000000BB
434	A0500100100000	추향				5	A0500100100000	A0000000000000		추향	Y00000000000BC
435	A0500100100000	야다까				5	A0500100100000	A0000000000000		야다까	Y00000000000BD
436	A0500100100000	국광				5	A0500100100000	A0000000000000		국광	Y00000000000BE
437	A0500100100000	인도				5	A0500100100000	A0000000000000		인도	Y00000000000BF
438	A0500100100000	어리브레이스				5	A0500100100000	A0000000000000		어리브레이스	Y00000000000C0
439	A0500100100000	왕령				5	A0500100100000	A0000000000000		왕령	Y00000000000C1
440	A0500100100000	스타크림숀				5	A0500100100000	A0000000000000		스타크림숀	Y00000000000C2
441	A0500100100000	데리셔스				5	A0500100100000	A0000000000000		데리셔스	Y00000000000C3
442	A0500100100000	축				5	A0500100100000	A0000000000000		축	Y00000000000C4
443	A0500100100000	감홍				5	A0500100100000	A0000000000000		감홍	Y00000000000C5
444	A0500100100000	송본금				5	A0500100100000	A0000000000000		송본금	Y00000000000C6
445	A0500100100000	시나노스위트				5	A0500100100000	A0000000000000		시나노스위트	Y00000000000C7
446	A0500100100000	OBIR				5	A0500100100000	A0000000000000		OBIR	Y00000000000C8
447	A0500100100000	요까				5	A0500100100000	A0000000000000		요까	Y00000000000C9
448	A0500100100000	추광				5	A0500100100000	A0000000000000		추광	Y00000000000CA
449	A0500100100000	하향				5	A0500100100000	A0000000000000		하향	Y00000000000CB
450	A0500100100000	홍장군				5	A0500100100000	A0000000000000		홍장군	Y00000000000CC
451	A0500100100000	화홍				5	A0500100100000	A0000000000000		화홍	Y00000000000CD
452	A0500100100000	히로사끼				5	A0500100100000	A0000000000000		히로사끼	Y00000000000CE
453	A0500100100000	미시마				5	A0500100100000	A0000000000000		미시마	Y00000000000CF
454	A0500100100000	미안마				5	A0500100100000	A0000000000000		미안마	Y00000000000D0
455	A0500100100000	선홍				5	A0500100100000	A0000000000000		선홍	Y00000000000D1
456	A0500100100000	나리따				5	A0500100100000	A0000000000000		나리따	Y00000000000D2
457	A0500100100000	시나노레드				5	A0500100100000	A0000000000000		시나노레드	Y00000000000D3
458	A0500100100000	아이카향				5	A0500100100000	A0000000000000		아이카향	Y00000000000D4
459	A0500100100000	로얄부사				5	A0500100100000	A0000000000000		로얄부사	Y00000000000D5
460	A0500100100000	기꾸8				5	A0500100100000	A0000000000000		기꾸8	Y00000000000D6
461	A0500100100000	애기사과				5	A0500100100000	A0000000000000		애기사과	Y00000000000D7
462	A0500100100000	채향				5	A0500100100000	A0000000000000		채향	Y00000000000D8
463	A0500100100000	서광				5	A0500100100000	A0000000000000		서광	Y00000000000D9
464	A0500100100000	갈라				5	A0500100100000	A0000000000000		갈라	Y00000000000DA
465	A0500100100000	그라니스미스				5	A0500100100000	A0000000000000		그라니스미스	Y00000000000DB
466	A0500100100000	글로스터				5	A0500100100000	A0000000000000		글로스터	Y00000000000DC
467	A0500100100000	금광				5	A0500100100000	A0000000000000		금광	Y00000000000DD
468	A0500100100000	금왕자				5	A0500100100000	A0000000000000		금왕자	Y00000000000DE
469	A0500100100000	롬뷰티				5	A0500100100000	A0000000000000		롬뷰티	Y00000000000DF
470	A0500100100000	마도우				5	A0500100100000	A0000000000000		마도우	Y00000000000E0
471	A0500100100000	맨코이				5	A0500100100000	A0000000000000		맨코이	Y00000000000E1
472	A0500100100000	미광				5	A0500100100000	A0000000000000		미광	Y00000000000E2
473	A0500100100000	미끼				5	A0500100100000	A0000000000000		미끼	Y00000000000E3
474	A0500100100000	새나라				5	A0500100100000	A0000000000000		새나라	Y00000000000E4
475	A0500100100000	스타칼라				5	A0500100100000	A0000000000000		스타칼라	Y00000000000E5
476	A0500100100000	대홍				5	A0500100100000	A0000000000000		대홍	Y00000000000E6
477	A0500100100000	자홍				5	A0500100100000	A0000000000000		자홍	Y00000000000E7
478	A0500100100000	희상				5	A0500100100000	A0000000000000		희상	Y00000000000E8
479	A0500100100000	레드골드				5	A0500100100000	A0000000000000		레드골드	Y00000000000E9
480	A0500100100000	월향				5	A0500100100000	A0000000000000		월향	Y00000000000EA
481	A0500100100000	홍무				5	A0500100100000	A0000000000000		홍무	Y00000000000EB
482	A0500100100000	호노까				5	A0500100100000	A0000000000000		호노까	Y00000000000EC
483	A0500100100000	나가후				5	A0500100100000	A0000000000000		나가후	Y00000000000ED
484	A0500100100000	나까오				5	A0500100100000	A0000000000000		나까오	Y00000000000EE
485	A0500100100000	로얄후지				5	A0500100100000	A0000000000000		로얄후지	Y00000000000EF
486	A0500100100000	만월				5	A0500100100000	A0000000000000		만월	Y00000000000F0
487	A0500100100000	무대				5	A0500100100000	A0000000000000		무대	Y00000000000F1
488	A0500100100000	메구미				5	A0500100100000	A0000000000000		메구미	Y00000000000F2
489	A0500100100000	미야비				5	A0500100100000	A0000000000000		미야비	Y00000000000F3
490	A0500100100000	부광				5	A0500100100000	A0000000000000		부광	Y00000000000F4
491	A0500100100000	줄라이레드				5	A0500100100000	A0000000000000		줄라이레드	Y00000000000F5
492	A0500100100000	아이다레드				5	A0500100100000	A0000000000000		아이다레드	Y00000000000F6
493	A0500100100000	앙림				5	A0500100100000	A0000000000000		앙림	Y00000000000F7
494	A0500100100000	하크나인				5	A0500100100000	A0000000000000		하크나인	Y00000000000F8
495	A0500100100000	챔피온				5	A0500100100000	A0000000000000		챔피온	Y00000000000F9
496	A0500100100000	홍아이카				5	A0500100100000	A0000000000000		홍아이카	Y00000000000FA
497	A0500100100000	홍추				5	A0500100100000	A0000000000000		홍추	Y00000000000FB
498	A0500100100000	뉴히로사끼				5	A0500100100000	A0000000000000		뉴히로사끼	Y00000000000FC
499	A0500100100000	명월				5	A0500100100000	A0000000000000		명월	Y00000000000FD
500	A0500100100000	하쯔쓰가루				5	A0500100100000	A0000000000000		하쯔쓰가루	Y00000000000FE
501	A0500100100000	코린				5	A0500100100000	A0000000000000		코린	Y00000000000FF
502	A0500100100000	왕림				5	A0500100100000	A0000000000000		왕림	Y0000000000100
503	A0500100100000	소백3호				5	A0500100100000	A0000000000000		소백3호	Y0000000000101
504	A0500100100000	추홍				5	A0500100100000	A0000000000000		추홍	Y0000000000102
505	A0500100104000	사과건조				5	A0500100100000	A0000000000000		nan	N
506	A0500100108000	사과냉동				5	A0500100100000	A0000000000000		nan	N
507	A0500100200000	배				4	A0500100000000	A0000000000000		nan	N
508	A0500100200000	신고배				5	A0500100200000	A0000000000000		신고배	Y0000000000103
509	A0500100200000	만삼길배				5	A0500100200000	A0000000000000		만삼길배	Y0000000000104
510	A0500100200000	장십랑배				5	A0500100200000	A0000000000000		장십랑배	Y0000000000105
511	A0500100200000	금촌추배				5	A0500100200000	A0000000000000		금촌추배	Y0000000000106
512	A0500100200000	신흥배				5	A0500100200000	A0000000000000		신흥배	Y0000000000107
513	A0500100200000	풍수배				5	A0500100200000	A0000000000000		풍수배	Y0000000000108
514	A0500100200000	행수배				5	A0500100200000	A0000000000000		행수배	Y0000000000109
515	A0500100200000	석정배				5	A0500100200000	A0000000000000		석정배	Y000000000010A
516	A0500100200000	황금배				5	A0500100200000	A0000000000000		황금배	Y000000000010B
517	A0500100200000	수황배				5	A0500100200000	A0000000000000		수황배	Y000000000010C
518	A0500100200000	화산배				5	A0500100200000	A0000000000000		화산배	Y000000000010D
519	A0500100200000	영산배				5	A0500100200000	A0000000000000		영산배	Y000000000010E
520	A0500100200000	추황배				5	A0500100200000	A0000000000000		추황배	Y000000000010F
521	A0500100200000	소화배				5	A0500100200000	A0000000000000		소화배	Y0000000000110
522	A0500100200000	팔운배				5	A0500100200000	A0000000000000		팔운배	Y0000000000111
523	A0500100200000	시원배				5	A0500100200000	A0000000000000		시원배	Y0000000000112
524	A0500100200000	이십세기배				5	A0500100200000	A0000000000000		이십세기배	Y0000000000113
525	A0500100200000	단배				5	A0500100200000	A0000000000000		단배	Y0000000000114
526	A0500100200000	군총배				5	A0500100200000	A0000000000000		군총배	Y0000000000115
