,일련번호,메뉴명,새 재료정보,종류,용량,단위,새 재료정보 추출
376,642,훈제오리가슴살크러스트,오렌지(1개),0,0,,오렌지
377,642,훈제오리가슴살크러스트,새송이버섯(1개),0,0,,새송이버섯
378,642,훈제오리가슴살크러스트,파슬리(5g),0,5,g,파슬리
379,642,훈제오리가슴살크러스트,땅콩(50g),0,50,g,땅콩
380,642,훈제오리가슴살크러스트,올리브오일(20g),0,20,g,올리브오일
381,642,훈제오리가슴살크러스트,유자청(20g),2,20,g,유자청
382,642,훈제오리가슴살크러스트,후춧가루(0.5g,0,0.5,g,후춧가루
383,643,간장소스를 곁들인 새우전복찜,전복(2개),0,0,,전복
384,643,간장소스를 곁들인 새우전복찜,새우(3마리),0,0,,새우
385,643,간장소스를 곁들인 새우전복찜,시금치(30g),0,30,g,시금치
386,643,간장소스를 곁들인 새우전복찜,해초(20g),0,20,g,해초
387,643,간장소스를 곁들인 새우전복찜,저염간장(20g),2,20,g,저염간장
388,643,간장소스를 곁들인 새우전복찜,레몬(1/4개),0,0,,레몬
389,643,간장소스를 곁들인 새우전복찜,설탕(20g),2,20,g,설탕
390,643,간장소스를 곁들인 새우전복찜,소금(0.1g),2,0.1,g,소금
391,643,간장소스를 곁들인 새우전복찜,마늘(10g),0,10,g,마늘
392,643,간장소스를 곁들인 새우전복찜,녹말(10g),0,10,g,녹말
393,643,간장소스를 곁들인 새우전복찜,식용꽃(60g),0,60,g,식용꽃
394,644,검은콩국수,검은콩(200g),0,200,g,검은콩
395,644,검은콩국수,메밀면(120g),0,120,g,메밀면
396,644,검은콩국수,오이(30g),0,30,g,오이
397,644,검은콩국수,방울토마토(1개),0,0,,방울토마토
398,644,검은콩국수,땅콩(20g),0,20,g,땅콩
399,644,검은콩국수,잣(10g),0,10,g,잣
400,644,검은콩국수,참깨(5g),0,5,g,참깨
401,645,겨자소스로 구운 산마샐러드,산마(100g),0,100,g,산마
402,645,겨자소스로 구운 산마샐러드,참나물(20g),0,20,g,참나물
403,645,겨자소스로 구운 산마샐러드,돈나물(20g),0,20,g,돈나물
404,645,겨자소스로 구운 산마샐러드,토마토(100g),0,100,g,토마토
405,645,겨자소스로 구운 산마샐러드,레디쉬(1개),0,0,,레디쉬
406,645,겨자소스로 구운 산마샐러드,어린잎(10g),0,10,g,어린잎
407,645,겨자소스로 구운 산마샐러드,저염간장(20g),2,20,g,저염간장
408,645,겨자소스로 구운 산마샐러드,식초(10g),2,10,g,식초
409,645,겨자소스로 구운 산마샐러드,설탕(20g),2,20,g,설탕
410,645,겨자소스로 구운 산마샐러드,겨자가루(10g).,0,10,g,겨자가루
411,271,닭고기김치찌개,재료 닭가슴살(60g),0,60,g,재료닭가슴살
412,271,닭고기김치찌개,애호박(30g),0,30,g,애호박
413,271,닭고기김치찌개,미나리(20g),0,20,g,미나리
414,271,닭고기김치찌개,청양고추(3g),2,3,g,청양고추
415,271,닭고기김치찌개,두부(60g),0,60,g,두부
416,271,닭고기김치찌개,김치(120g),0,120,g,김치
417,271,닭고기김치찌개,참기름(20g),2,20,g,참기름
418,271,닭고기김치찌개,느타리버섯(10g),0,10,g,느타리버섯
419,271,닭고기김치찌개,달걀(50g),0,50,g,달걀
420,271,닭고기김치찌개,육수 다시마(5g),0,5,g,육수다시마
421,271,닭고기김치찌개,무(40g),0,40,g,무
422,271,닭고기김치찌개,대파(5g),0,5,g,대파
423,271,닭고기김치찌개,양파(10g),0,10,g,양파
424,271,닭고기김치찌개,마른 고추(3g),0,3,g,마른고추
425,271,닭고기김치찌개,멸치(10g),0,10,g,멸치
426,271,닭고기김치찌개,마늘(10g),0,10,g,마늘
427,271,닭고기김치찌개,청주(10g),2,10,g,청주
428,271,닭고기김치찌개,물(300g),0,300,g,물
429,272,완자김치찌개,재료 콩나물(30g),0,30,g,재료콩나물
430,272,완자김치찌개,김치(50g),0,50,g,김치
431,272,완자김치찌개,두부(40g),0,40,g,두부
432,272,완자김치찌개,붉은 고추(15g),0,15,g,붉은고추
433,272,완자김치찌개,다진 돼지고기(등심,0,0,,다진돼지고기
434,272,완자김치찌개,새우젓(5g),0,5,g,새우젓
435,272,완자김치찌개,육수 대파(10g),0,10,g,육수대파
436,272,완자김치찌개,마늘(5g),0,5,g,마늘
437,272,완자김치찌개,쇠고기(50g),0,50,g,쇠고기
438,273,백김치콩비지찌개,재료 풋고추(10g),0,10,g,재료풋고추
439,273,백김치콩비지찌개,백김치(100g),0,100,g,백김치
440,273,백김치콩비지찌개,콩비지(100g),0,100,g,콩비지
441,273,백김치콩비지찌개,양념 참기름(8g),2,8,g,양념참기름
442,273,백김치콩비지찌개,후춧가루(0.2g),0,0.2,g,후춧가루
443,273,백김치콩비지찌개,다진 마늘(10g),0,10,g,다진마늘
444,273,백김치콩비지찌개,간장(2g),2,2,g,간장
445,274,오징어김치찌개,재료 오징어(100g),0,100,g,재료오징어
446,274,오징어김치찌개,두부(50g),0,50,g,두부
447,274,오징어김치찌개,팽이버섯(20g),0,20,g,팽이버섯
448,274,오징어김치찌개,붉은 고추(4g),0,4,g,붉은고추
449,274,오징어김치찌개,고구마(30g),0,30,g,고구마
450,274,오징어김치찌개,콩나물(20g),0,20,g,콩나물
451,274,오징어김치찌개,김치(140g),0,140,g,김치
452,274,오징어김치찌개,쑥갓(20g),0,20,g,쑥갓
453,274,오징어김치찌개,육수 무(50g),0,50,g,육수무
454,274,오징어김치찌개,다시마(5g),0,5,g,다시마
455,274,오징어김치찌개,대파(20g),0,20,g,대파
456,274,오징어김치찌개,멸치(10g),0,10,g,멸치
457,274,오징어김치찌개,물(300g),0,300,g,물
458,274,오징어김치찌개,양념 참기름(10g),2,10,g,양념참기름
459,274,오징어김치찌개,들깻가루(5g),0,5,g,들깻가루
460,275,해물김치찌개,필수 재료,0,0,,필수재료
461,275,해물김치찌개,주꾸미(40g),0,40,g,주꾸미
462,275,해물김치찌개,김치(40g),0,40,g,김치
463,275,해물김치찌개,무(10g),0,10,g,무
464,275,해물김치찌개,마늘(3g),0,3,g,마늘
465,275,해물김치찌개,대파(3g),0,3,g,대파
466,275,해물김치찌개,양파(10g),0,10,g,양파
467,275,해물김치찌개,두부(10g),0,10,g,두부
468,275,해물김치찌개,참기름(3g),2,3,g,참기름
469,275,해물김치찌개,배즙(10g),0,10,g,배즙
470,275,해물김치찌개,팽이버섯(3g),0,3,g,팽이버섯
471,275,해물김치찌개,육수 재료,0,0,,육수재료
472,275,해물김치찌개,다시마(5g),0,5,g,다시마
473,275,해물김치찌개,멸치(10g),0,10,g,멸치
474,275,해물김치찌개,물(300g),0,300,g,물
475,276,맑은부대찌개,재료 느타리버섯(10g),0,10,g,재료느타리버섯
476,276,맑은부대찌개,두부(50g),0,50,g,두부
477,276,맑은부대찌개,콩나물(10g),0,10,g,콩나물
478,276,맑은부대찌개,배추(40g),0,40,g,배추
479,276,맑은부대찌개,미나리(20g),0,20,g,미나리
480,276,맑은부대찌개,돼지고기(50g),0,50,g,돼지고기
481,276,맑은부대찌개,쇠고기(50g),0,50,g,쇠고기
482,276,맑은부대찌개,불린 당면(10g),0,10,g,불린당면
483,276,맑은부대찌개,조랭이떡(30g),0,30,g,조랭이떡
484,276,맑은부대찌개,다시마육수 다시마(3g),0,3,g,다시마육수다시마
485,276,맑은부대찌개,양파(30g),0,30,g,양파
486,276,맑은부대찌개,대파(20g),0,20,g,대파
487,276,맑은부대찌개,무(30g),0,30,g,무
488,276,맑은부대찌개,마른 고추(5g),0,5,g,마른고추
489,276,맑은부대찌개,고기완자양념 생강즙(2g),0,2,g,고기완자양념생강즙
490,276,맑은부대찌개,다진 파(10g),0,10,g,다진파
491,276,맑은부대찌개,다진 마늘(5g),0,5,g,다진마늘
492,276,맑은부대찌개,후춧가루(0.1g),0,0.1,g,후춧가루
493,276,맑은부대찌개,소금(0.1g,2,0.1,g,소금
494,277,나가사키부대찌개,재료 통조림 햄(30g),0,30,g,재료통조림햄
495,277,나가사키부대찌개,우유(100g),0,100,g,우유
496,277,나가사키부대찌개,실곤약(50g),0,50,g,실곤약
497,277,나가사키부대찌개,양파(30g),0,30,g,양파
498,277,나가사키부대찌개,느타리버섯(25g),0,25,g,느타리버섯
499,277,나가사키부대찌개,표고버섯(10g),0,10,g,표고버섯
500,277,나가사키부대찌개,팽이버섯(30g),0,30,g,팽이버섯
501,277,나가사키부대찌개,청양고추(5g),2,5,g,청양고추
502,277,나가사키부대찌개,붉은 고추(5g),0,5,g,붉은고추
503,277,나가사키부대찌개,감자(30g),0,30,g,감자
504,277,나가사키부대찌개,무(30g),0,30,g,무
505,277,나가사키부대찌개,두부(40g),0,40,g,두부
506,277,나가사키부대찌개,애호박(30g),0,30,g,애호박
507,277,나가사키부대찌개,깻잎(3g),0,3,g,깻잎
508,277,나가사키부대찌개,쑥갓(10g),0,10,g,쑥갓
509,277,나가사키부대찌개,완자 다진 돼지고기(20g),0,20,g,완자다진돼지고기
510,277,나가사키부대찌개,다진 파(5g),0,5,g,다진파
511,277,나가사키부대찌개,다진 마늘(5g),0,5,g,다진마늘
512,277,나가사키부대찌개,후춧가루(1g),0,1,g,후춧가루
513,277,나가사키부대찌개,소금(1g),2,1,g,소금
514,277,나가사키부대찌개,밀가루(10g),0,10,g,밀가루
515,277,나가사키부대찌개,달걀노른자(20g),0,20,g,달걀노른자
516,277,나가사키부대찌개,육수 사골육수(300g),0,300,g,육수사골육수
517,277,나가사키부대찌개,다시마(5g),0,5,g,다시마
518,277,나가사키부대찌개,양념 들깻가루(15g),0,15,g,양념들깻가루
519,278,삼계부대찌개,재료 닭가슴살(100g),0,100,g,재료닭가슴살
520,278,삼계부대찌개,당근(20g),0,20,g,당근
521,278,삼계부대찌개,붉은 고추(6g),0,6,g,붉은고추
522,278,삼계부대찌개,풋고추(6g),0,6,g,풋고추
523,278,삼계부대찌개,대파(6g),0,6,g,대파
524,278,삼계부대찌개,쑥갓(4g),0,4,g,쑥갓
525,278,삼계부대찌개,표고버섯(14g),0,14,g,표고버섯
526,278,삼계부대찌개,애호박(60g),0,60,g,애호박
527,278,삼계부대찌개,김치(40g),0,40,g,김치
528,278,삼계부대찌개,팽이버섯(40g),0,40,g,팽이버섯
529,278,삼계부대찌개,당면(21g),0,21,g,당면
530,278,삼계부대찌개,숙주(40g),0,40,g,숙주
531,278,삼계부대찌개,떡(40g),0,40,g,떡
532,278,삼계부대찌개,육수 당귀(10g),0,10,g,육수당귀
533,278,삼계부대찌개,대추(20g),0,20,g,대추
534,278,삼계부대찌개,오가피(30g),0,30,g,오가피
535,278,삼계부대찌개,함초(20g),0,20,g,함초
536,278,삼계부대찌개,양념장 겨자가루(5g),0,5,g,양념장겨자가루
537,278,삼계부대찌개,고춧가루(20g),0,20,g,고춧가루
538,278,삼계부대찌개,콩가루(5g),0,5,g,콩가루
539,278,삼계부대찌개,쌀겨(5g),0,5,g,쌀겨
540,278,삼계부대찌개,다진 마늘(3g),0,3,g,다진마늘
541,279,쑥갓부대찌개,필수재료,0,0,,필수재료
542,279,쑥갓부대찌개,통조림 햄(30g),0,30,g,통조림햄
543,279,쑥갓부대찌개,애호박(20g),0,20,g,애호박
544,279,쑥갓부대찌개,두부(20g),0,20,g,두부
545,279,쑥갓부대찌개,팽이버섯(20g),0,20,g,팽이버섯
546,279,쑥갓부대찌개,청양고추(5g),2,5,g,청양고추
547,279,쑥갓부대찌개,김치(30g),0,30,g,김치
548,279,쑥갓부대찌개,쑥갓(4g),0,4,g,쑥갓
549,279,쑥갓부대찌개,육수,0,0,,육수
550,279,쑥갓부대찌개,다시마(5g),0,5,g,다시마
551,279,쑥갓부대찌개,물(200g),0,200,g,물
552,279,쑥갓부대찌개,양념장,0,0,,양념장
553,279,쑥갓부대찌개,설탕(0.5g),2,0.5,g,설탕
554,279,쑥갓부대찌개,고춧가루(4g),0,4,g,고춧가루
555,279,쑥갓부대찌개,다진마늘(2g),0,2,g,다진마늘
556,279,쑥갓부대찌개,고추장(2g),2,2,g,고추장
557,280,들깨순두부찌개,재료 굴(40g),0,40,g,재료굴
558,280,들깨순두부찌개,멸치(2g),0,2,g,멸치
559,280,들깨순두부찌개,표고버섯(10g),0,10,g,표고버섯
560,280,들깨순두부찌개,느타리버섯(40g),0,40,g,느타리버섯
561,280,들깨순두부찌개,무(20g),0,20,g,무
562,280,들깨순두부찌개,양파(10g),0,10,g,양파
563,280,들깨순두부찌개,미나리(10g),0,10,g,미나리
564,280,들깨순두부찌개,대파(3g),0,3,g,대파
565,280,들깨순두부찌개,붉은 고추(2g),0,2,g,붉은고추
566,280,들깨순두부찌개,순두부(100g),0,100,g,순두부
567,280,들깨순두부찌개,양념 다진 마늘(1g),0,1,g,양념다진마늘
568,280,들깨순두부찌개,들깻가루(10g),0,10,g,들깻가루
569,280,들깨순두부찌개,국간장(1.5g),2,1.5,g,국간장
570,280,들깨순두부찌개,소금(0.5g),2,0.5,g,소금
571,281,백태순두부찌개,재료 콩(백태,0,0,,재료콩
572,281,백태순두부찌개,느타리버섯(10g),0,10,g,느타리버섯
573,281,백태순두부찌개,표고버섯(10g),0,10,g,표고버섯
574,281,백태순두부찌개,애호박(20g),0,20,g,애호박
575,281,백태순두부찌개,양파(10g),0,10,g,양파
576,281,백태순두부찌개,대파(5g),0,5,g,대파
577,281,백태순두부찌개,붉은 고추(2g),0,2,g,붉은고추
578,281,백태순두부찌개,풋고추(2g),0,2,g,풋고추
579,281,백태순두부찌개,바지락(30g),0,30,g,바지락
580,281,백태순두부찌개,저염된장(10g),2,10,g,저염된장
581,281,백태순두부찌개,새우(25g),0,25,g,새우
582,281,백태순두부찌개,순두부(120g),0,120,g,순두부
583,281,백태순두부찌개,육수 마른 다시마(1g),0,1,g,육수마른다시마
584,281,백태순두부찌개,멸치(1g),0,1,g,멸치
585,281,백태순두부찌개,물(250g),0,250,g,물
586,282,버섯순두부찌개,필수 재료,0,0,,필수재료
587,282,버섯순두부찌개,표고버섯(3g),0,3,g,표고버섯
588,282,버섯순두부찌개,애호박(10g),0,10,g,애호박
589,282,버섯순두부찌개,감자(10g),0,10,g,감자
590,282,버섯순두부찌개,양파(3g),0,3,g,양파
591,282,버섯순두부찌개,미나리(3g),0,3,g,미나리
592,282,버섯순두부찌개,부추(1g),0,1,g,부추
593,282,버섯순두부찌개,대파(1g),0,1,g,대파
594,282,버섯순두부찌개,청양고추(1g),2,1,g,청양고추
595,282,버섯순두부찌개,순두부(100g),0,100,g,순두부
596,282,버섯순두부찌개,육수,0,0,,육수
597,282,버섯순두부찌개,다시마(3g),0,3,g,다시마
598,282,버섯순두부찌개,표고버섯 밑동(3g),0,3,g,표고버섯밑동
599,282,버섯순두부찌개,물(250g),0,250,g,물
600,282,버섯순두부찌개,양념,0,0,,양념
601,282,버섯순두부찌개,저염된장(5g),2,5,g,저염된장
602,282,버섯순두부찌개,찹쌀가루(3g),0,3,g,찹쌀가루
603,282,버섯순두부찌개,다진마늘(1g),0,1,g,다진마늘
604,282,버섯순두부찌개,들깻가루(7g),0,7,g,들깻가루
605,282,버섯순두부찌개,저염국간장(1g),2,1,g,저염국간장
606,283,토란순두부찌개,재료 토란(40g),0,40,g,재료토란
607,283,토란순두부찌개,표고버섯(20g),0,20,g,표고버섯
608,283,토란순두부찌개,붉은 고추(1g),0,1,g,붉은고추
609,283,토란순두부찌개,청양고추(2g),2,2,g,청양고추
610,283,토란순두부찌개,백합(150g),0,150,g,백합
611,283,토란순두부찌개,들깻가루(40g),0,40,g,들깻가루
612,283,토란순두부찌개,순두부(150g),0,150,g,순두부
613,385,토마토스프파스타,홀토마토 200g,0,200,g,홀토마토
614,385,토마토스프파스타,토마토 100g,0,100,g,토마토
615,385,토마토스프파스타,다진양파 30g,0,30,g,다진양파
616,385,토마토스프파스타,다진마늘 20g,0,20,g,다진마늘
617,385,토마토스프파스타,먹물파스타 25g,0,25,g,먹물파스타
618,385,토마토스프파스타,치즈 25g,0,25,g,치즈
619,385,토마토스프파스타,파슬리가루 1g,0,1,g,파슬리가루
620,385,토마토스프파스타,함초소금 1g,2,1,g,함초소금
621,385,토마토스프파스타,올리브오일 30g,0,30,g,올리브오일
622,385,토마토스프파스타,곁들이 야채,0,0,,곁들이야채
623,385,토마토스프파스타,양파 20g,0,20,g,양파
624,385,토마토스프파스타,가지 20g,0,20,g,가지
625,385,토마토스프파스타,2가지색 파프리카 20g,0,20,g,가지색파프리카
626,385,토마토스프파스타,애호박 20g,0,20,g,애호박
627,386,다이어트국수,실곤약 200g,0,200,g,실곤약
628,386,다이어트국수,물김치국물 200g,0,200,g,물김치국물
629,386,다이어트국수,오이 25g,0,25,g,오이
630,386,다이어트국수,달걀 1개(60g),0,60,g,달걀
631,386,다이어트국수,당근 20g,0,20,g,당근
632,386,다이어트국수,양파 50g,0,50,g,양파
633,386,다이어트국수,통깨 3g,0,3,g,통깨
634,386,다이어트국수,레몬즙 15g,2,15,g,레몬즙
635,386,다이어트국수,탄산수 50ml,0,0,,탄산수
636,386,다이어트국수,어간장 5g,2,5,g,어간장
637,387,오징어구이,오징어 300g,0,300,g,오징어
638,387,오징어구이,미니파프리카 40g,0,40,g,미니파프리카
639,387,오징어구이,양파 50g,0,50,g,양파
640,387,오징어구이,청고추 15g,2,15,g,청고추
641,387,오징어구이,홍고추 15g,0,15,g,홍고추
642,387,오징어구이,양념장,0,0,,양념장
643,387,오징어구이,다진마늘 15g,0,15,g,다진마늘
644,387,오징어구이,고춧가루 15g,0,15,g,고춧가루
645,387,오징어구이,홀토마토 50g,0,50,g,홀토마토
646,387,오징어구이,고추장 15g,2,15,g,고추장
647,387,오징어구이,설탕 15g,2,15,g,설탕
648,387,오징어구이,올리고당 15g,0,15,g,올리고당
649,387,오징어구이,후추 1g,2,1,g,후추
650,387,오징어구이,참기름 15g,2,15,g,참기름
651,387,오징어구이,고명,0,0,,고명
652,387,오징어구이,볶은 현미 15g,0,15,g,볶은현미
653,388,배숙구이,배 750g,0,750,g,배
654,388,배숙구이,후르츠칵테일 150g,0,150,g,후르츠칵테일
655,388,배숙구이,생강청 50g,2,50,g,생강청
656,388,배숙구이,방울토마토 60g,0,60,g,방울토마토
657,388,배숙구이,탄산수 200g,0,200,g,탄산수
658,389,웰빙스테이크,쇠고기등심 240g,0,240,g,쇠고기등심
659,389,웰빙스테이크,시금치 50g,0,50,g,시금치
660,389,웰빙스테이크,마늘 15g,0,15,g,마늘
